,Perpetrator ,Total number of attacks on facilities which reported damage,Total health worker killed,Attack date,Health transportation destroyed,Country,Total health worker arrested ,Health transportation damaged,Health transportation stolen/highjacked,Total health worker kidnapped,Total health worker injured,Total number of attacks on facilities which reported destruction
2284,NonStateActor,0.0,1.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2285,NonStateActor,0.0,1.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2286,Multiple,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2287,Multiple,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2288,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2289,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2290,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2291,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2292,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2293,NoInformation,0.0,0.0,2020-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2294,NoInformation,0.0,0.0,2020-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2295,NoInformation,0.0,0.0,2020-01,0.0,Afghanistan,0.0,0.0,0.0,4.0,0.0,0.0
2296,NoInformation,0.0,0.0,2020-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2297,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2298,NoInformation,0.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2299,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2300,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2301,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2302,NoInformation,0.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2303,NoInformation,0.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,0.0,1.0,0.0
2304,NoInformation,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2305,Multiple,0.0,0.0,2020-10,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2306,NonStateActor,1.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,1.0,0.0
2307,NoInformation,1.0,0.0,2020-01,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2308,Multiple,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2309,Multiple,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2310,Multiple,0.0,0.0,2020-11,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2311,NonStateActor,0.0,0.0,2020-11,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
2312,NonStateActor,0.0,4.0,2020-12,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2313,NoInformation,0.0,0.0,2020-01,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2314,NonStateActor,0.0,0.0,2020-04,0.0,Afghanistan,0.0,0.0,0.0,3.0,0.0,0.0
2315,NoInformation,1.0,0.0,2020-04,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2316,NoInformation,0.0,1.0,2020-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2317,NoInformation,0.0,0.0,2020-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2318,NoInformation,0.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2319,NoInformation,0.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2320,StateForces,1.0,0.0,2020-10,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0
2321,NoInformation,0.0,1.0,2020-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2322,NoInformation,0.0,1.0,2020-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2323,StateForces,0.0,0.0,2020-10,0.0,Azerbaijan,0.0,1.0,0.0,0.0,0.0,0.0
2324,StateForces,1.0,0.0,2020-10,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0
2325,StateForces,1.0,0.0,2020-10,0.0,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0
2326,NoInformation,0.0,0.0,2020-02,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2327,NoInformation,0.0,0.0,2020-02,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2328,StateForces,0.0,1.0,2020-10,0.0,Azerbaijan,0.0,0.0,0.0,0.0,2.0,0.0
2329,StateForces,0.0,1.0,2020-11,1.0,Azerbaijan,0.0,0.0,0.0,0.0,1.0,0.0
2330,NonStateActor,0.0,0.0,2020-01,0.0,Burkina Faso,0.0,0.0,0.0,1.0,0.0,0.0
2331,NonStateActor,1.0,0.0,2020-01,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
2332,NonStateActor,1.0,0.0,2020-01,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
2333,NonStateActor,0.0,1.0,2020-01,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
2334,NonStateActor,0.0,1.0,2020-01,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
2335,NonStateActor,0.0,1.0,2020-01,0.0,Burkina Faso,0.0,0.0,0.0,0.0,2.0,0.0
2336,NonStateActor,0.0,0.0,2020-01,0.0,Burkina Faso,0.0,0.0,1.0,0.0,0.0,0.0
2337,NonStateActor,0.0,1.0,2020-02,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
2338,NonStateActor,0.0,0.0,2020-04,0.0,Burkina Faso,0.0,0.0,0.0,1.0,0.0,0.0
2339,NoInformation,0.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2340,NoInformation,0.0,1.0,2020-02,0.0,Burkina Faso,0.0,0.0,0.0,0.0,1.0,0.0
2341,NonStateActor,0.0,0.0,2020-08,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
2342,NonStateActor,1.0,0.0,2020-10,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
2343,NoInformation,0.0,0.0,2020-01,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2344,NoInformation,0.0,0.0,2020-01,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2345,NonStateActor,0.0,0.0,2020-05,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
2346,NonStateActor,0.0,0.0,2020-02,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
2347,NonStateActor,0.0,0.0,2020-04,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
2348,NonStateActor,0.0,0.0,2020-08,0.0,CAR,0.0,0.0,0.0,7.0,0.0,0.0
2349,NoInformation,0.0,1.0,2020-02,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2350,NoInformation,0.0,0.0,2020-02,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
2351,NonStateActor,0.0,0.0,2020-09,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
2352,NoInformation,0.0,18.0,2020-02,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
2353,NoInformation,0.0,0.0,2020-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2354,NonStateActor,0.0,0.0,2020-10,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
2355,NonStateActor,0.0,0.0,2020-12,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
2356,NonStateActor,0.0,0.0,2020-12,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
2357,NoInformation,0.0,0.0,2020-02,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
2358,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2359,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2360,NoInformation,0.0,0.0,2020-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2361,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2362,NonStateActor,0.0,0.0,2020-02,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,1.0
2363,StateForces,0.0,0.0,2020-02,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2364,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2365,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2366,NonStateActor,0.0,0.0,2020-03,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,1.0
2367,NonStateActor,0.0,0.0,2020-04,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,1.0
2368,StateForces,0.0,0.0,2020-05,0.0,Cameroon,6.0,0.0,0.0,0.0,0.0,0.0
2369,NonStateActor,0.0,0.0,2020-05,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2370,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2371,NonStateActor,0.0,0.0,2020-05,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2372,StateForces,0.0,0.0,2020-05,0.0,Cameroon,3.0,0.0,0.0,0.0,0.0,0.0
2373,NonStateActor,0.0,0.0,2020-05,0.0,Cameroon,0.0,0.0,0.0,7.0,0.0,0.0
2374,StateForces,0.0,0.0,2020-07,0.0,Cameroon,5.0,0.0,0.0,0.0,0.0,0.0
2375,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2376,NoInformation,0.0,0.0,2020-02,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2377,StateForces,0.0,0.0,2020-07,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2378,NonStateActor,0.0,0.0,2020-07,0.0,Cameroon,0.0,0.0,0.0,1.0,0.0,0.0
2379,StateForces,1.0,0.0,2020-07,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2380,NonStateActor,0.0,0.0,2020-09,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2381,NonStateActor,0.0,0.0,2020-09,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2382,StateForces,0.0,0.0,2020-12,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2383,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2384,StateForces,0.0,0.0,2020-12,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
2385,NonStateActor,1.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2386,Civilian,0.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,0.0,4.0,0.0
2387,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2388,NonStateActor,0.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,2.0,0.0,0.0
2389,NonStateActor,1.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2390,NonStateActor,0.0,0.0,2020-01,0.0,DRC,0.0,0.0,0.0,2.0,0.0,0.0
2391,NonStateActor,1.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2392,NonStateActor,1.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2393,NonStateActor,0.0,1.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2394,NoInformation,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2395,NonStateActor,0.0,0.0,2020-02,0.0,DRC,0.0,0.0,0.0,6.0,0.0,0.0
2396,NonStateActor,0.0,0.0,2020-03,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2397,NonStateActor,0.0,0.0,2020-03,0.0,DRC,0.0,0.0,0.0,0.0,0.0,1.0
2398,NoInformation,1.0,0.0,2020-02,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2399,Civilian,0.0,0.0,2020-04,0.0,DRC,0.0,1.0,0.0,0.0,0.0,0.0
2400,NonStateActor,0.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2401,NonStateActor,1.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2402,NonStateActor,1.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2403,NonStateActor,1.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2404,NonStateActor,1.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2405,NonStateActor,0.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,4.0,0.0,0.0
2406,NoInformation,0.0,0.0,2020-02,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2407,NoInformation,0.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2408,NoInformation,0.0,0.0,2020-02,0.0,Afghanistan,2.0,0.0,0.0,0.0,0.0,0.0
2409,NoInformation,0.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2410,NoInformation,0.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2411,NonStateActor,0.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2412,NonStateActor,0.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2413,NoInformation,0.0,0.0,2020-02,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
2414,NoInformation,0.0,0.0,2020-02,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
2415,NoInformation,0.0,0.0,2020-02,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
2416,Civilian,0.0,0.0,2020-05,0.0,DRC,0.0,0.0,0.0,0.0,0.0,1.0
2417,NonStateActor,0.0,0.0,2020-05,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2418,NoInformation,0.0,0.0,2020-03,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2419,NoInformation,0.0,0.0,2020-05,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2420,StateForces,0.0,0.0,2020-05,0.0,DRC,0.0,0.0,0.0,0.0,1.0,0.0
2421,NoInformation,0.0,0.0,2020-06,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2422,NonStateActor,0.0,0.0,2020-06,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2423,NonStateActor,0.0,0.0,2020-06,0.0,DRC,0.0,0.0,0.0,1.0,0.0,0.0
2424,NonStateActor,0.0,0.0,2020-06,0.0,DRC,0.0,0.0,0.0,1.0,0.0,0.0
2425,NonStateActor,0.0,0.0,2020-07,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2426,StateForces,0.0,0.0,2020-07,0.0,DRC,0.0,0.0,0.0,0.0,1.0,0.0
2427,NonStateActor,0.0,0.0,2020-07,0.0,DRC,0.0,0.0,0.0,0.0,0.0,2.0
2428,NonStateActor,0.0,3.0,2020-07,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2429,NonStateActor,0.0,1.0,2020-07,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2430,NonStateActor,0.0,1.0,2020-07,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2431,StateForces,0.0,0.0,2020-07,0.0,DRC,0.0,0.0,0.0,0.0,1.0,0.0
2432,NoInformation,0.0,0.0,2020-03,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2433,NonStateActor,0.0,0.0,2020-09,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2434,NoInformation,0.0,0.0,2020-03,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
2435,NonStateActor,0.0,0.0,2020-09,0.0,DRC,0.0,0.0,0.0,0.0,0.0,1.0
2436,NonStateActor,0.0,0.0,2020-09,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2437,NonStateActor,0.0,0.0,2020-09,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2438,NonStateActor,1.0,0.0,2020-10,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2439,NoInformation,0.0,0.0,2020-12,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2440,NonStateActor,0.0,0.0,2020-12,0.0,DRC,0.0,0.0,0.0,0.0,11.0,0.0
2441,NonStateActor,0.0,0.0,2020-12,0.0,DRC,0.0,0.0,0.0,1.0,0.0,0.0
2442,NoInformation,1.0,18.0,2020-03,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2443,NoInformation,0.0,0.0,2020-03,0.0,OPT,0.0,0.0,0.0,0.0,4.0,0.0
2444,NoInformation,1.0,0.0,2020-03,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2445,NoInformation,1.0,0.0,2020-03,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2446,NoInformation,0.0,0.0,2020-03,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2447,NoInformation,0.0,0.0,2020-03,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2448,NoInformation,0.0,0.0,2020-03,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2449,NoInformation,0.0,0.0,2020-03,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2450,NoInformation,0.0,0.0,2020-04,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2451,NoInformation,1.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2452,NoInformation,0.0,1.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2453,NoInformation,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2454,NoInformation,0.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2455,NoInformation,0.0,0.0,2020-04,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2456,NoInformation,0.0,0.0,2020-04,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2457,NoInformation,0.0,0.0,2020-04,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2458,NoInformation,0.0,0.0,2020-04,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2459,NoInformation,0.0,0.0,2020-04,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
2460,NonStateActor,1.0,0.0,2020-01,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2461,NonStateActor,1.0,0.0,2020-01,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2462,NonStateActor,0.0,2.0,2020-01,0.0,Libya,0.0,1.0,0.0,0.0,0.0,0.0
2463,NonStateActor,1.0,0.0,2020-01,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2464,NonStateActor,0.0,0.0,2020-02,0.0,Libya,0.0,0.0,0.0,1.0,0.0,0.0
2465,NonStateActor,0.0,0.0,2020-03,0.0,Libya,0.0,0.0,0.0,1.0,0.0,0.0
2466,NonStateActor,1.0,0.0,2020-03,0.0,Libya,0.0,1.0,0.0,0.0,0.0,0.0
2467,NonStateActor,0.0,2.0,2020-03,0.0,Libya,0.0,0.0,0.0,0.0,2.0,0.0
2468,NonStateActor,0.0,0.0,2020-03,0.0,Libya,0.0,0.0,0.0,0.0,1.0,0.0
2469,NonStateActor,0.0,0.0,2020-03,1.0,Libya,0.0,0.0,0.0,0.0,2.0,0.0
2470,NonStateActor,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2471,StateForces,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2472,NonStateActor,1.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,1.0,0.0
2473,NonStateActor,1.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2474,StateForces,0.0,1.0,2020-04,1.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2475,Multiple,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,3.0,0.0,0.0,0.0
2476,Multiple,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2477,StateForces,1.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2478,Multiple,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2479,Multiple,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2480,NonStateActor,0.0,1.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2481,NoInformation,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,1.0
2482,NonStateActor,1.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,5.0,0.0
2483,NonStateActor,1.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2484,NonStateActor,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2485,NonStateActor,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,1.0
2486,NonStateActor,1.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2487,StateForces,0.0,0.0,2020-04,2.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2488,NoInformation,0.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,1.0
2489,NonStateActor,1.0,0.0,2020-04,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2490,NonStateActor,0.0,0.0,2020-05,0.0,Libya,0.0,0.0,0.0,0.0,2.0,0.0
2491,NonStateActor,1.0,0.0,2020-05,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2492,StateForces,0.0,0.0,2020-05,0.0,Libya,0.0,1.0,0.0,0.0,0.0,0.0
2493,NonStateActor,1.0,0.0,2020-05,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2494,NoInformation,0.0,0.0,2020-06,0.0,South Sudan,3.0,0.0,0.0,0.0,0.0,0.0
2495,NonStateActor,1.0,0.0,2020-05,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2496,Multiple,0.0,0.0,2020-05,0.0,Libya,0.0,2.0,1.0,0.0,1.0,0.0
2497,NoInformation,0.0,1.0,2020-05,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2498,NoInformation,0.0,0.0,2020-05,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2499,NonStateActor,0.0,1.0,2020-06,0.0,Libya,0.0,1.0,0.0,0.0,0.0,0.0
2500,NoInformation,0.0,1.0,2020-06,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2501,NonstateActor,0.0,0.0,2020-06,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2502,Civilian,0.0,0.0,2020-07,0.0,Libya,0.0,0.0,0.0,0.0,2.0,0.0
2503,NonStateActor,0.0,0.0,2020-07,0.0,Libya,0.0,1.0,0.0,0.0,0.0,0.0
2504,NonStateActor,0.0,0.0,2020-08,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2505,NonStateActor,1.0,0.0,2020-09,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2506,StateForces,0.0,0.0,2020-09,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2507,NonStateActor,0.0,0.0,2020-09,0.0,Libya,0.0,0.0,0.0,1.0,0.0,0.0
2508,NonStateActor,1.0,0.0,2020-11,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2509,NonStateActor,0.0,0.0,2020-11,0.0,Libya,0.0,0.0,0.0,0.0,0.0,1.0
2510,NonStateActor,0.0,0.0,2020-11,0.0,Libya,0.0,0.0,1.0,0.0,0.0,0.0
2511,NonStateActor,0.0,0.0,2020-11,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2512,StateForces,1.0,0.0,2020-05,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2513,NoInformation,0.0,0.0,2020-05,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2514,NonStateActor,0.0,0.0,2020-12,0.0,Libya,0.0,0.0,0.0,1.0,0.0,0.0
2515,NonStateActor,0.0,0.0,2020-12,0.0,Libya,0.0,0.0,0.0,0.0,0.0,0.0
2516,NonStateActor,0.0,0.0,2020-04,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
2517,NoInformation,0.0,0.0,2020-05,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2518,NoInformation,0.0,0.0,2020-05,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2519,NonStateActor,0.0,1.0,2020-04,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
2520,NonStateActor,0.0,0.0,2020-04,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
2521,NonStateActor,0.0,1.0,2020-05,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2522,StateForces,1.0,0.0,2020-05,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
2523,StateForces,1.0,0.0,2020-06,0.0,Libya,0.0,1.0,0.0,0.0,0.0,0.0
2524,NonStateActor,0.0,0.0,2020-05,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2525,NoInformation,1.0,0.0,2020-05,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2526,NonStateActor,0.0,0.0,2020-06,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
2527,NoInformation,0.0,0.0,2020-05,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
2528,NoInformation,0.0,0.0,2020-05,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
2529,NonStateActor,0.0,0.0,2020-05,0.0,Mexico,0.0,0.0,0.0,13.0,0.0,0.0
2530,NoInformation,0.0,0.0,2020-05,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
2531,NoInformation,0.0,0.0,2020-05,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
2532,NoInformation,0.0,1.0,2020-06,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
2533,NoInformation,0.0,1.0,2020-06,0.0,Mexico,0.0,0.0,0.0,0.0,0.0,0.0
