,Perpetrator ,Total health worker injured,Attack date,Health transportation stolen/highjacked,Health transportation damaged,Total number of attacks on facilities which reported destruction,Total health worker kidnapped,Health transportation destroyed,Total health worker arrested ,Total number of attacks on facilities which reported damage,Total health worker killed,Country
4561,Armed Forces of Government or Self-Declared Government,0.0,2022-12-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Myanmar
4562,NSA,0.0,2022-12-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DRC
4563,Armed Forces of Government or Self-Declared Government,0.0,2022-12-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DRC
4564,Armed Forces of Government or Self-Declared Government,1.0,2022-12-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPT
4565,NSA,0.0,2022-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burkina Faso
4566,Other,0.0,2022-05-11 00:00:00,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Yemen
4567,NSA,1.0,2022-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq
4568,Criminal,0.0,2022-01-12 00:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Haiti
4569,Criminal,0.0,2022-01-13 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
4570,Criminal,0.0,2022-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4571,Criminal,0.0,2022-01-17 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Colombia
4572,NSA,0.0,2022-01-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia
4573,NSA,0.0,2022-01-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
4574,No Information,3.0,2022-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
4575,NSA,0.0,2022-02-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mozambique
4576,No Information,0.0,2022-02-02 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mexico
4577,Multiple,0.0,2022-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ethiopia
4578,NSA,0.0,2022-02-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
4579,NSA,0.0,2022-02-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
4580,Police,0.0,2022-02-18 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Philippines
4581,NSA,0.0,2022-02-20 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
4582,NSA,1.0,2022-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq
4583,NSA,0.0,2022-03-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Colombia
4584,Police,0.0,2022-03-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Somalia
4585,NSA,0.0,2022-03-27 00:00:00,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Ethiopia
4586,No Information,3.0,2022-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Libya
4587,No Information,0.0,2022-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
4588,No Information,0.0,2022-04-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Haiti
4589,NSA,1.0,2022-04-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia
4590,NSA,0.0,2022-04-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4591,No Information,0.0,2022-04-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Philippines
4592,No Information,0.0,2022-05-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti
4593,NSA,0.0,2022-05-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Colombia
4594,NSA,0.0,2022-05-05 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Ethiopia
4595,Criminal,0.0,2022-05-05 00:00:00,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Haiti
4596,Police,0.0,2022-05-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Somalia
4597,NSA,0.0,2022-05-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4598,NSA,0.0,2022-05-17 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Haiti
4599,NSA,3.0,2022-05-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Morocco
4600,No Information,0.0,2022-05-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Somalia
4601,NSA,0.0,2022-05-26 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mozambique
4602,NSA,0.0,2022-06-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
4603,NSA,0.0,2022-06-12 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia
4604,Police,0.0,2022-06-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Somalia
4605,NSA,0.0,2022-06-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia
4606,NSA,0.0,2022-06-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia
4607,Armed Forces of Government or Self-Declared Government,0.0,2022-06-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Iraq
4608,NSA,0.0,2022-07-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4609,NSA,0.0,2022-07-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
4610,NSA,0.0,2022-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Colombia
4611,NSA,0.0,2022-07-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4612,NSA,0.0,2022-07-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4613,NSA,0.0,2022-07-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Honduras
4614,Police,0.0,2022-07-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
4615,NSA,0.0,2022-07-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4616,NSA,0.0,2022-08-02 00:00:00,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Haiti
4617,NSA,0.0,2022-08-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
4618,Armed Forces of Government or Self-Declared Government,0.0,2022-08-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia
4619,NSA,0.0,2022-08-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia
4620,NSA,0.0,2022-08-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Somalia
4621,NSA,0.0,2022-08-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mexico
4622,NSA,1.0,2022-08-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mexico
4623,NSA,0.0,2022-08-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti
4624,NSA,0.0,2022-08-19 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mexico
4625,Multiple,0.0,2022-08-27 00:00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
4626,NSA,0.0,2022-08-27 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Libya
4627,NSA,0.0,2022-08-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
4628,NSA,0.0,2022-08-27 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Libya
4629,NSA,0.0,2022-08-27 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Libya
4630,NSA,0.0,2022-08-27 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Libya
4631,NSA,0.0,2022-08-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4632,Police,0.0,2022-08-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
4633,NSA,0.0,2022-09-02 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mozambique
4634,NSA,0.0,2022-09-06 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mozambique
4635,Foreign Forces - Military,0.0,2022-09-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Armenia
4636,Foreign Forces - Military,0.0,2022-09-13 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Armenia
4637,Foreign Forces - Military,0.0,2022-09-14 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Armenia
4638,Armed Forces of Government or Self-Declared Government,1.0,2022-09-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
4639,Foreign Forces - Military,0.0,2022-09-15 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Armenia
4640,NSA,0.0,2022-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
4641,NSA,0.0,2022-09-22 00:00:00,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,Mexico
4642,No Information,1.0,2022-09-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iraq
4643,NSA,0.0,2022-10-05 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
4644,Police,0.0,2022-10-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Thailand
4645,Armed Forces of Government or Self-Declared Government,0.0,2022-10-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Israel
4646,NSA,0.0,2022-10-10 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mozambique
4647,No Information,1.0,2022-10-10 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mexico
4648,NSA,0.0,2022-10-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mozambique
4649,Armed Forces of Government or Self-Declared Government,1.0,2022-10-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ethiopia
4650,NSA,0.0,2022-10-21 00:00:00,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Ethiopia
4651,No Information,0.0,2022-10-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Iraq
4652,NSA,0.0,2022-10-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mozambique
4653,NSA,0.0,2022-10-26 00:00:00,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Somalia
4654,No Information,0.0,2022-10-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mexico
4655,NSA,0.0,2022-10-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ethiopia
4656,No Information,2.0,2022-10-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya
4657,NSA,0.0,2022-10-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia
4658,NSA,0.0,2022-11-01 00:00:00,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Kenya
4659,NSA,0.0,2022-11-05 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4660,NSA,0.0,2022-11-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mexico
4661,No Information,0.0,2022-11-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mexico
4662,Criminal,0.0,2022-11-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haiti
4663,NSA,1.0,2022-11-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Honduras
4664,Police,0.0,2022-11-14 00:00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Somalia
4665,NSA,0.0,2022-11-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Libya
4666,Foreign Forces - Military,0.0,2022-12-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia
4667,NSA,1.0,2022-12-05 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombia
4668,NSA,0.0,2022-12-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Somalia
4669,NSA,0.0,2022-12-08 00:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kenya
4670,Foreign Forces - Military,0.0,2022-12-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia
4671,NSA,0.0,2022-12-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Niger
4672,Other,0.0,2022-12-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia
4673,NSA,0.0,2022-12-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niger
4674,NSA,0.0,2022-12-27 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Kenya
4675,Foreign Forces - Military,0.0,2022-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4676,Employee,0.0,2022-02-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4677,Foreign Forces - Military,0.0,2022-02-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ukraine
4678,Foreign Forces - Military,0.0,2022-02-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4679,Foreign Forces - Military,0.0,2022-02-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4680,Foreign Forces - Military,6.0,2022-02-24 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4681,Armed Forces of Government or Self-Declared Government,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4682,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4683,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4684,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4685,Foreign Forces - Military,1.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4686,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4687,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4688,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4689,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4690,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4691,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4692,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4693,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4694,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4695,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4696,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4697,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4698,Foreign Forces - Military,0.0,2022-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4699,Foreign Forces - Military,0.0,2022-02-26 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Ukraine
4700,Foreign Forces - Military,0.0,2022-02-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4701,Foreign Forces - Military,0.0,2022-02-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Ukraine
4702,Foreign Forces - Military,0.0,2022-02-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4703,Foreign Forces - Military,0.0,2022-02-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4704,Foreign Forces - Military,1.0,2022-02-26 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Ukraine
4705,Foreign Forces - Military,0.0,2022-02-26 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4706,Foreign Forces - Military,1.0,2022-02-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4707,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4708,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4709,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4710,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4711,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4712,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4713,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4714,Foreign Forces - Military,2.0,2022-02-27 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4715,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4716,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4717,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4718,Foreign Forces - Military,0.0,2022-02-27 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4719,Foreign Forces - Military,0.0,2022-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4720,Foreign Forces - Military,0.0,2022-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4721,Foreign Forces - Military,0.0,2022-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4722,Foreign Forces - Military,0.0,2022-02-28 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4723,Foreign Forces - Military,0.0,2022-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4724,Foreign Forces - Military,0.0,2022-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4725,Foreign Forces - Military,1.0,2022-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4726,Foreign Forces - Military,0.0,2022-02-28 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4727,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4728,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4729,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4730,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4731,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4732,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ukraine
4733,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4734,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4735,No Information,0.0,2022-03-01 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Ukraine
4736,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4737,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4738,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4739,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4740,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4741,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4742,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4743,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4744,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4745,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ukraine
4746,Foreign Forces - Military,0.0,2022-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4747,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4748,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4749,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4750,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ukraine
4751,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4752,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4753,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4754,Foreign Forces - Military,1.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4755,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4756,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4757,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4758,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4759,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4760,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4761,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4762,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4763,Foreign Forces - Military,3.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4764,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4765,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4766,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4767,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4768,Foreign Forces - Military,0.0,2022-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4769,Foreign Forces - Military,0.0,2022-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4770,Foreign Forces - Military,0.0,2022-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ukraine
4771,Foreign Forces - Military,0.0,2022-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
4772,Foreign Forces - Military,0.0,2022-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine
